focusTime,CreationDate,Header,Summary,Details,Link,Category,focusLocation
2022-12-21,2022-12-22,Sister Berchmans passes away,"KARACHI: Sister John Berchmans, a Roman Catholic, Irish nun who spent most of her life teaching in Pakistan and who...","


 
KARACHI: Sister John Berchmans, a Roman Catholic, Irish nun who spent most of her life teaching in Pakistan and who was a principal of the Convent of Jesus and Mary, died here on Wednesday. 
She will be remembered for services rendered in the field of education in Pakistan for more than 60 years. 
Born as Bernadette Conway in 1929 in County Clare, Ireland, she was better known as Sister Berchmans. 
In 1951, Sister Berchmans joined the congregation of the Religious of Jesus and Mary, founded by Claudine Thevenet in France in 1818. The congregation also took on the task of education in different countries. The first Convent of Jesus and Mary in Pakistan was opened by four sisters in Lahore in 1876. 
Sister Berchmans was sent to Pakistan in 1953 at the age of 24. She spent some 60 years teaching here. She taught girls in Jesus and Mary Convents in Lahore, Murree and Karachi. Her passion was teaching English although she also taught mathematics. 
In 2012, the government conferred the Sitara-i-Quaid-i-Azam on her for her services in education and promoting interfaith harmony.
",https://www.dawn.com/news/1727547/sister-berchmans-passes-away,karachi,lahore
2022-12-21,2022-12-22,Rehabilitation of Bakhtiari Youth Centre ordered,KARACHI: Additional Chief Secretary Syed Najam Ahmad Shah on Wednesday directed the authorities to take immediate...,"KARACHI: Additional Chief Secretary Syed Najam Ahmad Shah on Wednesday directed the authorities to take immediate measures for rehabilitation of the Bakhtiari Youth Centre in North Nazimabad.
The centre was once a major hub of sports activities in the area.
Mr Shah while chairing a meeting to review ongoing mega projects in the metropolis said that rehabilitation of all the sports fields and centres of Karachi was one of the top priorities of the provincial government.
He directed the Karachi Development Authority and the district municipal corporation-central to take special measures for Bakhtiari Youth Centre and acquire the services of experts to develop the centre as per international standards.
He also directed to hand over the two 50-bed hospitals in Gulberg and Surjani Towns to the health department.
",https://www.dawn.com/news/1727542/rehabilitation-of-bakhtiari-youth-centre-ordered,karachi,bakhtiari
2022-12-21,2022-12-22,Events for orphans,"KARACHI: A local non-profit is holding three events in Karachi, Hyderabad and Sukkur to entertain over 2,000 ...","KARACHI: A local non-profit is holding three events in Karachi, Hyderabad and Sukkur to entertain over 2,000 orphans, most of them belonged to flood-hit areas. 
According to a press release issued here on Wednesday, the Green Crescent Trust (GCT) under its Orphan Support Programme (OSP) provides regular assistance to the underprivileged families of these students throughout the year.  
The students from Gharo, Thatta and 18 other districts will attend the events at a resort in Karachi, Rani Bagh in Hyderabad and Benazir Park in Sukkur.
GCT’s patron-in-chief Sardar Yasin Malik and donors among others will attend the events.
",https://www.dawn.com/news/1727541/events-for-orphans,karachi,sukkur
2022-12-21,2022-12-22,MWM demands release of protesters,KARACHI: The Majlis Wahdat-i-Muslimeen on Wednesday demanded release of all persons arrested a couple of weeks ago...,"KARACHI: The Majlis Wahdat-i-Muslimeen on Wednesday demanded release of all persons arrested a couple of weeks ago from the shrine of Abdullah Shah Ghazi for lodging a protest.
Speaking at a press conference here, central leader of MWM Allama Hassan Zafar Naqvi called upon the authorities to quash all the baseless cases. Otherwise, he said, the MWM would reserve the right of recording peaceful protest. He said that the country was on the verge of bankruptcy while law and order situation had gone worst during the past six months. 
He said that the provincial government that has been ruling for the past 14 years had left Karachi at the mercy of robbers and street criminals.
",https://www.dawn.com/news/1727540/mwm-demands-release-of-protesters,karachi,ghazi
2022-12-21,2022-12-22,"Larkana has 293 ghost employees in education & health depts, court told",LARKANA: The district accounts officer (DAO) informed the Larkana circuit bench of the Sindh High Court on Wednesday...,"LARKANA: The district accounts officer (DAO) informed the Larkana circuit bench of the Sindh High Court on Wednesday that he had found 237 ghost employees in the education and literacy department and 56 in the health department. 
The officer stated this in a report submitted in compliance with the bench’s directive to verify employees lists and find out if there were any ghost employees in the departments of education, health and police. 
The division bench, comprising Justices Shamsuddin Abbasi and Amajad Ali Sahito, had issued the directives while hearing a petition filed by advocate Mumtaz Ali Jesar. 
The director general of the Sindh monitoring and evaluation cell was directed to appear in person and file a detailed report regarding procuring the attendance of teachers and the process of issuance of form-II to stop the salaries of the absentees. 
But he was called absent while the deputy director of the cell said he had received the direction in late hours; therefore, the DG did not turn up. At this juncture, the director of school education said the DG was in contact with them.
The bench observed: “We [bench] are noticing this act of the DG with dismay, as he is deliberately avoiding appearing before this court and warn him to remain careful in future.” 
The medical superintendent of Chandka Medical College Hospital said he had issued a letter to the Larkana DAO for blocking the IDs’ of the ghost employees. 
“We have also noted with dismay that the secretary education, Sindh IGP and health department secretary, who were asked to upload the lists of their employees with names, parentage and CNICs on their official website but still compliance had not been made by them,” the two judges bench observed. “Once again we are directing them to upload the list of the employees and furnish report within a month’s time,” it added.
The court found the replies of the show-cause notices issued to the project director (PD) and registrar of Shaheed Mohtarma Benazir Bhutto Medical University (SMBBMU), for not appearing in hearing on Dec 14, satisfactory and vacated the notices, directing them to remain careful in future. 
The PD in his report said that the Higher Education Commission (HEC) and Sindh government were approached for a grant-in-aid of Rs1,820.124 million to complete their (varsity) projects, but they did not receive any response yet. 
The bench directed the HEC and Sindh government to provide required funds to the university for completion of their projects. 
Larkana Additional Deputy Commissioner-I Ms Rabia Siyal appeared on behalf of the deputy commissioner and submitted that technical assistance from the planning and development department was required to finalise the PC-I for the construction of a sewerage scheme for Larkana. 
The case was adjourned for Dec 28.
",https://www.dawn.com/news/1727539/larkana-has-293-ghost-employees-in-education-health-depts-court-told,karachi,larkana
2022-12-22,2022-12-22,Flood victims advised to rebuild houses at safe distance from waterways,MIRPURKHAS: The Sindh Human Rights Commission has advised flood victims to rebuild their houses at a safe distance...,"MIRPURKHAS: The Sindh Human Rights Commission has advised flood victims to rebuild their houses at a safe distance from natural waterways so as to remain out of the danger’s way in the event of a similar disaster in future.
The commission’s member judicial-I retired Justice Arshad Noor Khan said at a press conference held at Darbar hall here the other day that it was regrettable that despite passage of five months to heavy rainfall, rainwater had still not receded from talukas of Sindhri, Jhuddo, Digri, Kot Ghulam Mohammad etc.
He said that similar flood situation might recur over succeeding years due to climate change. “We should therefore adopt a procedure to save population from big disaster in future and in this connection the district administration should perform its duties towards people with honesty and sincerity,” he said.
He said that even if they succeeded to persuade 50 per cent people they could save a large population from disaster. “We have discussed problems of masses particularly flood victims,” he said.
He urged the commission officers to go into the field to listen to grievances of masses and flood victims and resolve their problems by taking drastic measures within available resources.
Later, he held an open kachehry where social workers and villagers alleged that relief goods, ration, tents and food were distributed on the directives of political personalities and elected representatives while genuine victims, who were still living in makeshift huts along roads under open sky, were deprived of all government help.
They deplored that officers concerned of the district administration did not visit many flood hit areas to assess damage from the disaster and meet flood victim families. Most school buildings had suffered damage after flood and heavy rainfall, he said.
They claimed that blankets meant for flood victims were supplied to bungalows of feudal lords and were not distributed among flood victims.
They said that saline water was being drained with heavy pumping machines into West Jamrao canal, which was causing different diseases among masses.
They objected to a survey of damage to houses and crops carried out under supervision of army and revenue officials.
They accused deputy commissioner and other officers concerned of obeying orders of local ruling party MNAs and demanded authorities launch rehabilitation work and distribute wheat seed among victims without any discrimination.
They demanded the government immediately remove illegal encroachments from all waterways.
The kachehry was also attended by Mirpurkhas deputy commissioner Zainul Abideen Memon, SSP Asad Chaudhry, Zaheer Hussain and the commission member Noor Ahmad Narejo.
",https://www.dawn.com/news/1727538/flood-victims-advised-to-rebuild-houses-at-safe-distance-from-waterways,karachi,sindhri
2022-12-21,2022-12-22,Academics urge country to seek Chinese help in higher education,HYDERABAD: Speakers at a seminar have urged national universities to identify new areas of cooperation with China in...,"HYDERABAD: Speakers at a seminar have urged national universities to identify new areas of cooperation with China in higher education and research and underscored the need for collaborative efforts to build the China-Pakistan Econo-mic Corridor (CPEC) and promote the spirit of friendly cooperation betwe-en the two neighbouring countries. 
They were addressing a seminar on the “Strategic and Economic Dimensions of Pakistan and China Relations Amid Deepening Global Geopolitical Divide” at Sindh University on Wednesday. 
SU Thatta campus Pro-Vice Chancellor Prof Dr Rafique Ahmed Memon in his presidential address said that there were vast opportunities for cooperation in the field of higher education and research in China. 
He said that Chinese varsities could admit a large number of Pakistani students. Chinese educational institutions should register themselves with Pakistan accreditation bodies to resolve problems faced by Pakistani students on their return after obtaining higher degrees from various Chinese varsities. 
Pakistan Ambassador to China Moinul Haque said China’s production of Al-Khalid tanks and GF-17 Thunder fighter jets with Pakistan was actually a great proof of extraordinary defense cooperation between the two countries. 
He said that a cynical propaganda was being spread that the CPEC project would push Pakistan deeper into the debt mire, but it was not the case at all. 
Mr Haque said that it was important to open the CPEC project to public so that no propaganda could affect the friendship between the two countries. 
The two countries would soon start working on an important project to prepare submarines for Pakistan Navy and China would ensure access of Pakistani engineers to its manufacturing plant. 
He announced that the SU would be provided with opportunities to enter into educational agreements with top varsities of China so that it could advance in the field of higher education and research being an old varsity of Pakistan. 
Centre for International Strategic Studies Sindh (CSSS) Executive Director and former ambassador Kazi M. Khalilullah said: “Pakistan has a successful foreign policy, which we have to trust,” he said. Both countries had supported each other in testing times while in terms of defense, China had always helped Pakistan to stand on its own feet, he added. 
Former Pakistan Atomic Energy Commission (PAEC) chairman Dr Ansar Pervez said that Pakistan initially bought a nuclear power plant from Canada, but due to Canada’s coldness, the project could not go ahead and then China started the same project and it assisted Pakistan. 
He said that 325 megawatt nuclear power plant provided by China was successfully operationalized, adding that China’s cooperation was continuing to meet energy needs of Pakistan. 
Federal Minister Ahsan Iqbal, Senator Mushahid Hussain Syed and others also made speeches online.
",https://www.dawn.com/news/1727536/academics-urge-country-to-seek-chinese-help-in-higher-education,karachi,thatta
2022-12-21,2022-12-22,UAF curriculum being upgraded,TOBA TEK SINGH: University of Agriculture of Faisalabad Vice-Chancellor Prof Dr Iqrar Ahmad Khan says the curriculum...,"TOBA TEK SINGH: University of Agriculture of Faisalabad Vice-Chancellor Prof Dr Iqrar Ahmad Khan says the curriculum is being aligned with worldwide standards with an emphasis on developing students’ professional abilities so they can contribute effectively to the improvement of the nation.
He stated during a meeting of the UAF academic council on Wednesday that the country urgently needs to provide trained labour to address its problems. According to him, the nation’s agriculture is plagued by a number of issues that require the sector to be developed on the basis of science in order to start a new chapter of agricultural success with increased productivity per acre.  
He said more short courses would be launched in the UAF keeping in mind the market’s needs. He urged agrarian scientists to devote their energies to finding viable solutions to the problems faced by farmers. He said that in the present era, knowledge-based economies are excelling.  
He called for promoting a knowledge-based economy by strengthening academia-industry relations at the national level.
burnt alive: A man was burnt to death late on Tuesday in Faisalabad’s Chak 407-GB, Booraywali, in the Tandlianwala tehsil.  
Rescue 1122 said Nazar Muhammad, 55, was a patient of paralysis. His entire family had gone to attend a wedding and had lit a fire with wood for him, which caused a blaze to break out in the room. Resultantly, the entire room was gutted and he was burnt alive.  
",https://www.dawn.com/news/1727555/uaf-curriculum-being-upgraded,lahore,faisalabad
2022-12-22,2022-12-22,German scholar overawed by Harappa civilisation,SAHIWAL: The Harappa civilisation is amazing and incredible both in terms of its inhabitants and their living...,"SAHIWAL: The Harappa civilisation is amazing and incredible both in terms of its inhabitants and their living standards over land. This civilisation is far ahead of all explored civilisations of the world.  
These views have been expressed by German research scholar Ms. Karola Schmidt, who is doing her doctorate-level research on Corpus English in collaboration with the University of Sahiwal.
It is learnt Ms. Schmidt collected research data on Corpus English during her stay. Talking to Dawn, Ms. Schmidt says she is specifically interested in the status of spoken English in Pakistan and “I am here to collect the primary data for my doctorate research.”  
Ms. Schmidt says she is engaged in an academic pursuit to examine the manner in which the English language is utilised in society within Pakistan.
“For the last two weeks as part of my dissertation work, I obtained primary data from university students, faculty members and public officials,” she says.  
Ms. Schmidt has conducted a couple of seminars and workshops at the universities of Okara and Sahiwal. She has made an appearance at 1st PAK TOSEL conference hosted by the University of Okara. 
She carried out her research work in Pakistan under the supervision of Dr. Abrar Hussain Qureshi, assistant professor of English. Ms. Schmidt sees opportunities for research collaboration between the University of Sahiwal and the University of Giessen, Germany, in linguistic and other fields. 
“During my two-week stay I have a chance to visit Harappa to see the most amazing civilisation of the world and the ingenious people of the land.”
UREA: As many as 344,000 Urea fertiliser bags have been supplied to 140 dealers against the actual demand of 250,000 in Sahiwal district to avert the possibility of shortage. Urea will be provided to growers who sow wheat on 291,000 acres of land.  
This was said by DDR Tariq Hussain while chairing a meeting of the district agriculture advisory committee. 
He said there is no shortage of urea in the district and fertiliser would be provided at subsidised rate issued by the Punjab government.  
He said hoarders and black marketers would be dealt with an iron hand.  
The fertiliser bags are available to authorised dealers whose list lies with different offices of the agriculture department.
",https://www.dawn.com/news/1727554/german-scholar-overawed-by-harappa-civilisation,lahore,sahiwal
2022-12-21,2022-12-22,Wazirabad dist gets first regular DPO,GUJRAT: The Punjab government on Wednesday posted the first regular district police officer in newly-created...,"GUJRAT: The Punjab government on Wednesday posted the first regular district police officer in newly-created Wazirabad district. 
Farooq Amjad, a grade-18 officer of Police Service of Pakistan (PSP), who was serving as additional SP investigation Cantt Lahore, has been posted as Wazirabad DPO with immediate effect. 
Gujrat DPO Ghazanfar Shah, who had been serving as Wazirabad DPO on additional charge basis, has been relieved of the task. 
Similarly, another grade-18 officer Muhammad Bilal Qayyum has been posted as SSP range investigation board in Gujrat division. 
Meanwhile, the provincial government has approved at least 100 posts in Wazirabad district police, including a DPO, an SP investigation, three DSPs including DSP legal and clerical staff.
",https://www.dawn.com/news/1727553/wazirabad-dist-gets-first-regular-dpo,lahore,gujrat
2022-12-21,2022-12-22,Official action fails to deter absent health staff,"NAROWAL: During a surprise visit to healthcare facilities on Wednesday, Deputy Commissioner (DC) Shahrukh Niazi ...","NAROWAL: During a surprise visit to healthcare facilities on Wednesday, Deputy Commissioner (DC) Shahrukh Niazi found three basic health units (BHUs) closed and a doctor and paramedics of a rural health centre missing.
As the district health authority chairman, the DC had previously examined public hospitals and disciplined 61 absent employees.
The Chandrake Rajputan, Kunjrur, and Chanduwal Kalan BHUs were all closed when the DC visited them on Wednesday. He also went to the Shah Gharib RHC, but there were only three workers. The paramedics and doctor weren’t there.
The DC instructed Healthg CEO Dr Khalid Javed to suspend the missing employees from work and file a Peeda Act complaint against them. The department sought a reply from Dr Muhammad Naeem, in-charge of the Kunjrur BHU, Dr Qandeel Mughal, in-charge of the Chandrake Rajputan BHU, Dr Muhammad Owais Joya, in-charge of Chanduwal Kalan BHU, and Dr Amar Yasir, in-charge of the Shah Gharib RHC. 
Up to 47 health workers are subject to disciplinary action for missing work at government hospitals.
Health deputy district officer Dr. Muhammad Adnan was also suspended from service by the DC for carelessness and incompetence. As a result of the closure of government hospitals and the lack of staff, the DC also sent a letter to the Health Department requesting that the CEO be held accountable.
The Narowal DHQ Hospital’s shelter staff was also suspended for skipping work. Those residing there said they were awaiting breakfast when the DC came to assess the shelter in the morning.
KILLED: A gunman was killed in a police encounter, while his accomplice fled.
The Saddar police exchanged fire with two gunmen on Bhagowal Road. One of the robbers identified as Irfan was killed, while the other fled taking an advantage of fog.
",https://www.dawn.com/news/1727551/official-action-fails-to-deter-absent-health-staff,lahore,muhammad
2022-12-22,2022-12-22,Irregularities in Daska by-poll: LHC sets aside ECP action against election officials,"Court says after poll, duty staff no longer remains within ECP purview.","LAHORE: The Lahore High Court has set aside the proceedings against more than a dozen officials of the provincial departments initiated by the Election Commission of Pakistan (ECP) for their role in the alleged rigging committed in the 2021 by-poll of NA-75, Daska.  
“Despite repeated queries, learned counsel for the commission has not been able to convince this court that as to what is cavil with the commission to refer the matters of the petitioners for disciplinary action against them by their parent departments, especially, when they do not fall within the definition of election officials,” Justice Shujaat Ali Khan observed in his verdict allowing the writ petitions filed by Asif Hussain and 20 other officials.  
The petitioners challenged the show-cause notices and the subsequent proceedings against them by the ECP.
Senior lawyer Hafiz Tariq Naseem mainly represented the petitioners while other counsels adopted his arguments with little additions.

Court says after poll, duty staff no longer remains within ECP purview

The main argument presented by the petitioner’s counsel was against the competence of the ECP to issue the show-cause notices.  
Justice Khan observes that a person, who has been assigned any election duty, does not remain under the control and superintendence of the ECP upon declaration of fate of an election in a constituency simply for the reason that once fate of an election is declared the hiring staff lose their status as election official and the ECP does not enjoy jurisdiction to proceed against them.
He states that according to section 55(1) of the Election Act, 2017, a person can be deemed to be under the control, superintendence and discipline of the ECP for the period commencing from his date of appointment or deputation till publication of name of the returned candidate in the official gazette.  
“A cursory glance over section 55 of the Act, 2017 shows that the ECP has been empowered to proceed against an election official under the applicable disciplinary law,” he adds.  
The judge says it is very ironical on the one hand the counsel for the ECP took a specific plea that matters pertaining to pre- and post-election issues, including initiation of departmental proceedings against any delinquent official, are to be seen in the light of the referred provisions of the Constitution but has not been able to give any justification as to why impugned show-cause notices have been issued while relying on section 55 of the Act, 2017.  
Commenting on the case of one of the petitioners, the judge notes that the departmental proceedings against a government servant stand abated in the event of his retirement but initiation of the proceedings against the petitioner by the ECP, despite his retirement, speaks volumes about the fact that it proceeded to initiate proceedings against the petitioner without affirming as to whether he is in service or not.
Justice Khan maintains that upon declaration of fate of the election in the constituency, the petitioners no more remained the election officials, hence, the ECP has no jurisdiction to initiate proceedings against them.
“Resultantly, all these writ petitions are accepted and impugned disciplinary proceedings initiated by the Commission against the petitioners are declared coram-non-judice, thus, set aside,” the verdict reads.  
However, the judge, before parting with the judgment, observes that if the ECP thinks that the petitioners were involved in any subversive activities during their deployment in election duty, it would be at liberty to refer their matter to their parent departments for initiation of proceedings under the relevant law.
",https://www.dawn.com/news/1727566/irregularities-in-daska-by-poll-lhc-sets-aside-ecp-action-against-election-officials,lahore,ali khan
2022-12-22,2022-12-22,LHC’s power to review SC judgement on JIT questioned,The LHC bench will resume the case hearing today.,"LAHORE: Barrister Syed Ali Zafar, who represents the daughter of a woman killed in the Model Town firing, argued on Wednesday before a Lahore High Court larger bench that it did not have jurisdiction to review a judgment of the Supreme Court to constitute a joint investigation team (JIT) to reinvestigate the 2014 incident.
He contended that the merits of the case were discussed before the apex court.
He argued that the reinvestigation can indeed occur because the law makes no prohibition whatsoever on the extent or number of JITs that can be constituted, and therefore, a new independent investigation could be initiated to ensure that justice is served.
The bench is headed by Chief Justice Muhammad Ameer Bhatti with Justice Malik Shahzad Ahmad Khan, Justice Aalia Neelum, Justice Syed Shahbaz Ali Rizvi, Justice Mirza Viqas Rauf and Justice Tariq Saleem Sheikh.
Barrister Zafar pleaded before the bench that it had been impossible for the victims to expect justice when the investigating agencies were all headed by those who were directly linked to the perpetrators of the heinous act.
He alleged that as the ruling party at the time (i.e., PML-N) was directly involved in the Model Town massacre, its failure to hold anyone to account for this heinous crime must not be ignored.
The bench would resume further hearing on Thursday (today).
Khurram Rafiq and several other police officials facing trial in the private complaint by the PAT challenged the new JIT formed by the Pakistan Tehreek-i-Insaf-led provincial government. 
A three-judge bench had on March 22, 2019, suspended the new JIT.
",https://www.dawn.com/news/1727565/lhcs-power-to-review-sc-judgement-on-jit-questioned,lahore,pat
2022-12-21,2022-12-22,Abdullah Sumbal posted as regular chief secretary,LAHORE: The federal government on Wednesday posted Abdullah Khan Sumbal as the Punjab chief secretary after a delay...,"LAHORE: The federal government on Wednesday posted Abdullah Khan Sumbal as the Punjab chief secretary after a delay of over three months when sitting CS Kamran Ali Afzal went on leave.  
Since then, the Punjab government has given look-after charge of the top administrative office to Mr Sumbal which was extended thrice. The PTI-PMLQ’s coalition government in Punjab views the development as a “serious move” at this critical juncture. However, it believes that the new chief secretary now commanding all administrative powers would not denotify chief minister Chaudhry Parvez Elahi if the governor asks him to do so since Mr Elahi did not take vote of confidence on the advice of the Punjab governor.
However, sources in the bureaucracy say the chief secretary is bound to do what the law says, regardless how stakeholders interpret the constitutional provisions.
Earlier, the federal government notified the transfer of Kamran Ali Afzal, who is currently on 130-day ex-Pakistan leave, and transferred Abdulah Khan Sumbal from the Chairmanship of Punjab Planning and Development Board and posted him as regular chief secretary.Mr Afzal had earlier this month requested the Establishment Division to grant him 130-day ex-Pakistan leave as he wanted to travel to Australia. Eventually, the federal government accepted his request and assigned Mr Sumbal current charge of the office for three months with effect from Dec 7.
Mr Sumbal’s name was on the three-member panel sent by the PTI-PMLQ government to the federal government for the posting a regular chief secretary.
Meanwhile, the Punjab government transferred finance secretary Dr Wasif Khurshid and posted him as P&D Board chairman in his own pay and scale against a vacant post – after the posting of Mr Sumbal as chief secretary.
Punjab communications and works secretary Mujahid Sherdil has been transferred and posted as finance secretary. The additional charge of the C&W department has been assigned to Punjab housing urban development and public health engineering secretary Ahmed Mustajab Karamat in addition to his own duties till further order.
",https://www.dawn.com/news/1727564/abdullah-sumbal-posted-as-regular-chief-secretary,lahore,punjab
2022-12-22,2022-12-22,Officials booked in passports fraud case; two detained,"GUJRAT: The Federal Investigation Agency (FIA) has booked some officials of the regional passport office, including...","GUJRAT: The Federal Investigation Agency (FIA) has booked some officials of the regional passport office, including its former assistant director (AD), on charges of issuing passports to a man and his three children fraudulently on the basis of fake documents.  
FIA Gujrat Deputy Director Ghulam Sarwar Warraich confirmed the registration of a case and said at least two of the suspects had been detained and an investigation was under way.  
The passport office’s former AD Saeed Abbas, data entry operator Zaheer Sial, clerk Shakoor Haider, a citizen Abid Hussain of Nankana Sahib and some other officials were among those booked under different sections of the PPC.  
The officials allegedly issued passports to Abid Hussain and his three children on the basis of fake documents. Using those passports, Hussain had flown abroad along with his children to avoid their possible handing over to their mother while a case was being heard in court.  
The Lahore High Court had ordered the FIA to investigate the matter and take legal action on the application of the children’s mother.  
Mr Warraich said the scope of investigation had been broadened to probe more officials.  
Hussain had first got registration documents of his children issued through the National Database and Registration Authority by showing someone else as his wife on an address in Gujrat, and later managed to get their passports processed with the alleged abetment of passport officials.  
A few weeks ago, the Interior Ministry had removed the entire staff of the passport office on charges of corruption and malpractices, and posted their replacements.  
The incumbent assistant director at the passport office, Hayat Tarrar, said his office had nothing to do with the case as the matter was already being investigated by the FIA.  
The next date of hearing of the case is Thursday (today) where the FIA officials would present the details of the investigation and action taken so far.
",https://www.dawn.com/news/1727563/officials-booked-in-passports-fraud-case-two-detained,lahore,gujrat
2022-12-21,2022-12-22,"Five vendors killed as truck, rickshaw collide",GUJRAT: At least five vegetable vendors were killed in a collision between a truck and a motorcycle rickshaw near ...,"GUJRAT: At least five vegetable vendors were killed in a collision between a truck and a motorcycle rickshaw near the local vegetable market on the GT Road early on Wednesday morning due to dense fog. 
Police and Rescue 1122 officials say that the deceased persons aged between 50 and 70 years were on their way to the vegetable market early in the morning when their motorcycle rickshaw collided with a truck coming from opposite direction. 
As a result, Haji Sadiq (70), Abdul Shakoor (60) and Fazal (50) of the city’s Bagh Bawa locality, and Mirza Amjad (56) and Shafique (55) of Fattu Pura area, suffered critical injuries and died on the spot. 
Police say the accident occurred due to poor visibility caused by dense fog early in the morning. 
After the accident the truck driver fled the scene, whereas police have impounded the vehicle, registering a case against the unidentified driver.
",https://www.dawn.com/news/1727562/five-vendors-killed-as-truck-rickshaw-collide,lahore,gujrat
2022-12-21,2022-12-22,Amir Zulfiqar appointed Punjab IGP,"LAHORE: Ending the uncertainty with regard to the appointment of new head of Punjab police, the federal government...","LAHORE: Ending the uncertainty with regard to the appointment of new head of Punjab police, the federal government late on Wednesday posted Muhammad Amir Zulfiqar Khan as provincial police chief.
The federal government has issued the notification for appointment of Mr Zulfiqar as Punjab inspector general of police, who was deputy director general of the Anti-Narcotics Force (ANF). He has previously held the posts of National Highways & Motorway Police IG, Islamabad police IG and Additional IG Operations, CPO Punjab, Lahore.  
Mr Zulfiqar, as an assistant superintendent of police (ASP), won both top police honours -- the Quaid-e-Azam Police Medal and the Pakistan Police Medal. He belongs to Lahore and joined the Police Service of Pakistan (PSP) in 1991 and belonged to 19th Common.
He also served as Toba Tek Singh SSP, Special Branch Punjab SSP and Special Branch Lahore Region SSP, besides serving as Lahore DIG operations, Multan regional police officer (RPO), CTD Punjab DIG. He has served in Sindh, Punjab, Khyber Pakhtunkhwa and federal government.Earlier, a summary of seven police officers was forwarded to Prime Minister Shehbaz Sharif for considering one of the officers for the Punjab IGP slot.
The BS-22 police officers who made a ‘late entry’ in the race for the Punjab’s top police slot are AD Khwaja, Rao Musthaq Ahmed Mehr, Rao Sardar Ali Khan and Ali Aamir Malik.The Punjab government had recommended the names of Fayyaz Ahmad Dev, Amir Zulfiqar and Ghulam Mahmood Dogar, all BS-21 officers for the Punjab IGP post.  
An  official privy to the process says the posting of regular IGP in Punjab was delayed because of the persisting political crisis in the  province. 
He  says that earlier the PML-N had almost agreed on the name of former Lahore capital  city police officer (CCPO) Fayyaz Ahmad Dev for the Punjab IGP slot as  PML-Q leader Chaudhry Shujaat Hussain, who recently joined hands with  the Shehbaz-led federal government, favoured the officer. Punjab Chief  Minister Parvez Elahi had also not objected to Dev’s posting, he adds.       
The official says that when the appointment of Mr Dev was  about to be made, suddenly the political situation in the province  became volatile in the aftermath of the PTI’s announcement to dissolve  the Punjab Assembly.
Meanwhile, he says, some of the BS-22 police  officers also geared up their efforts, using their political  connections, to be considered for the Punjab police’s top slot.  
Consequently, the PML-N government halted the process and added the  names of four senior police officers to the summary to the premier.
The  official source says the issue of appointment of regular IGP in Punjab  has been in the limelight since the PTI came into power in the Centre  and frequently changed provincial police chiefs during its more  than three-year long tenure.  
The crisis further  deepened when another provincial police chief, Faisal Shahkar, refused  to serve in Punjab in the wake of the political tussle between the PML-N  and the PTI-PMLQ governments in the Centre and Punjab, respectively. Mr  Shahkar had sent a written request  to the Establishment  Division to transfer him to the federal government, saying he was unable  to perform his duties in Punjab due to “personal reasons”. 
However, the  federal government asked him to retain his posting till the appointment  of new provincial police chief.
On Tuesday last, Mr Shahkar relinquished his charge as Punjab IGP, as he has to leave Pakistan for the United Nation where he has been selected for the top police slot.
The Punjab government had on Wednesday appointed BS-21 police officer Ghulam Rasool  Zahid, an officer of 19th Common, as acting police chief of the province.
",https://www.dawn.com/news/1727561/amir-zulfiqar-appointed-punjab-igp,lahore,punjab
2022-12-22,2022-12-22,"Eatery owners, workers protest crackdown",LAHORE: The owners and workers of the hotels and restaurants have protested against the district administration for...,"LAHORE: The owners and workers of the hotels and restaurants have protested against the district administration for sealing their premises for violation of smog standard operating procedures (SOPs).
Deputy Commissioner Muhammad Ali launched a crackdown on violators in the localities of Jail Road, Siddiq Trade Centre, Main Market and Zahoor Elahi Road.
The Model Town assistant commissioner (AC) sealed Karak Khail Hotel and Rizwan Burger, while the Raiwind AC sealed Karachi Naseeb Biryani. The City AC sealed Alflaha Theatre and also ordered cases against Mashallah Tika, Majid Butt Karahi and Nirala Karahi managers.
Shopkeepers and hotel owners and managers demanded the government review SOPs as these measures would result in permanently closing their businesses.
They said several hotels only operated in the evening hours, and the SOPs allowed them only three to four business hours, which was not enough.
",https://www.dawn.com/news/1727560/eatery-owners-workers-protest-crackdown,lahore,karak
